"zone","state","lga","ea","sector","hhid","s15bq1"
4,1,117,560,2,10080,2
4,1,110,76,2,10081,2
4,1,110,76,2,10082,1
4,1,110,0,1,10083,2
4,1,110,76,2,10084,2
4,1,110,76,2,10085,1
4,1,110,76,2,10086,2
4,1,110,76,2,10087,2
4,1,110,76,2,10088,2
4,1,110,76,2,10089,1
4,1,105,638,2,10091,1
4,1,105,638,2,10092,2
5,3,322,0,2,10093,2
4,1,105,638,2,10094,2
4,1,105,638,2,10096,2
4,1,105,638,2,10097,1
4,1,105,638,2,10098,1
4,1,105,638,2,10099,2
4,1,105,638,2,10100,2
4,1,108,904,2,10102,2
4,1,108,904,2,10103,2
4,1,108,904,2,10104,2
4,1,108,904,2,10105,2
4,1,108,904,2,10106,2
4,1,108,904,2,10107,2
4,1,108,904,2,10108,2
4,1,108,904,2,10109,1
4,1,108,904,2,10110,2
2,2,209,1040,2,20001,2
2,2,209,1040,2,20002,2
2,34,3401,0,2,20003,2
2,2,209,0,2,20004,2
2,2,209,1040,2,20005,2
2,2,209,1040,2,20006,1
2,2,209,1040,2,20007,1
2,2,209,1040,2,20008,1
2,2,209,1040,2,20009,1
2,2,209,1040,2,20010,1
2,34,3416,0,2,20011,2
2,2,221,18,2,20012,2
2,2,221,18,2,20013,2
2,2,221,18,2,20014,1
2,2,221,18,2,20015,1
2,2,221,18,2,20016,2
2,2,221,18,2,20017,2
2,2,221,18,2,20018,2
2,2,221,18,2,20019,2
2,2,221,18,2,20020,2
2,2,201,60,2,20021,2
2,2,201,60,2,20022,2
2,2,201,60,2,20023,1
2,2,201,60,2,20024,2
2,2,201,60,2,20025,2
2,2,201,60,2,20026,2
2,2,201,60,2,20027,2
2,2,201,60,2,20028,2
2,2,201,60,2,20029,1
2,2,201,60,2,20030,2
2,2,216,200,2,20031,1
2,2,216,200,2,20032,2
2,2,216,200,2,20033,2
2,2,216,200,2,20034,1
2,2,216,200,2,20035,2
2,2,216,200,2,20036,2
2,2,216,200,2,20037,1
2,2,216,200,2,20038,2
2,2,216,200,2,20040,2
2,2,203,1224,2,20041,2
2,2,203,1224,2,20042,2
2,2,203,1224,2,20043,2
2,2,203,1224,2,20044,2
2,2,203,1224,2,20045,2
2,2,203,1224,2,20046,2
2,2,203,1224,2,20047,1
2,2,203,1224,2,20048,2
2,2,203,1224,2,20049,1
2,2,203,1224,2,20050,2
2,2,212,956,2,20051,2
2,2,212,956,2,20052,2
2,2,212,956,2,20053,2
2,2,212,956,2,20054,1
2,2,212,956,2,20055,2
2,2,212,956,2,20056,2
2,2,212,956,2,20057,2
2,2,212,956,2,20058,2
2,2,212,956,2,20059,2
2,2,212,956,2,20060,2
2,2,210,1300,2,20061,2
2,2,210,1300,2,20062,2
2,2,210,1300,2,20063,2
2,2,210,1300,2,20064,2
2,2,210,1300,2,20065,2
2,2,210,1300,2,20066,2
6,24,2404,0,1,20067,2
2,2,210,1300,2,20068,2
2,2,210,1300,2,20069,2
2,2,210,1300,2,20070,1
2,2,214,898,2,20071,1
2,2,214,898,2,20072,2
2,2,214,898,2,20073,2
2,2,214,898,2,20074,2
2,2,214,898,2,20075,1
2,2,214,898,2,20076,2
2,2,214,898,2,20077,2
2,2,214,898,2,20078,2
2,2,214,898,2,20080,2
2,2,215,8,1,20081,2
2,2,215,8,1,20082,2
2,2,215,8,1,20083,2
2,2,215,8,1,20084,2
2,2,215,8,1,20085,1
2,2,215,8,1,20086,2
2,2,215,8,1,20087,2
2,2,215,8,1,20088,2
2,2,215,8,1,20089,2
2,2,215,8,1,20090,2
2,2,207,1302,2,20091,1
2,2,207,1302,2,20092,2
2,2,207,1302,2,20093,1
2,2,207,1302,2,20094,2
2,2,207,1302,2,20095,2
2,2,207,1302,2,20096,2
2,2,207,1302,2,20097,2
2,2,207,1302,2,20098,2
2,2,207,1302,2,20099,2
2,2,207,1302,2,20100,1
2,2,205,712,2,20101,2
2,2,205,712,2,20102,2
2,2,205,712,2,20103,2
2,2,205,712,2,20104,2
2,2,205,712,2,20105,2
2,2,205,712,2,20106,2
2,2,205,712,2,20107,2
2,2,205,712,2,20108,1
2,2,205,712,2,20110,2
2,2,218,1592,2,20111,2
2,2,218,1592,2,20112,1
2,2,218,1592,2,20113,1
2,2,218,1592,2,20114,1
2,2,218,1592,2,20115,1
2,2,218,1592,2,20116,1
2,2,218,1592,2,20117,1
2,2,218,1592,2,20118,2
2,2,218,1592,2,20119,2
2,2,218,1592,2,20120,1
5,3,331,2322,1,30001,2
5,3,331,2322,1,30002,1
5,3,331,2322,1,30003,2
5,3,331,2322,1,30004,2
5,3,331,2322,1,30005,2
5,3,331,2322,1,30006,2
5,3,331,2322,1,30007,2
5,3,331,2322,1,30008,2
5,3,331,2322,1,30009,2
5,3,331,2322,1,30010,2
5,3,331,516,1,30011,2
5,3,331,516,1,30012,2
5,3,331,516,1,30013,2
5,3,331,516,1,30015,2
5,3,331,516,1,30016,2
5,3,331,516,1,30017,2
5,3,331,516,1,30018,2
5,3,331,516,1,30019,2
5,3,331,516,1,30020,1
5,3,316,874,2,30021,2
5,3,316,874,2,30022,2
5,3,316,874,2,30023,1
5,3,316,874,2,30024,2
5,3,316,874,2,30025,2
5,3,316,874,2,30026,2
5,3,316,874,2,30027,2
5,3,316,874,2,30028,2
5,3,316,0,2,30029,2
5,3,316,874,2,30030,2
5,3,309,478,2,30031,2
5,3,309,478,2,30032,2
5,3,309,478,2,30033,2
5,3,309,478,2,30034,1
5,3,309,478,2,30035,2
5,3,309,478,2,30036,2
5,3,309,478,2,30037,1
5,3,309,478,2,30038,2
5,3,309,478,2,30039,2
5,3,309,478,2,30040,2
5,3,307,634,1,30041,2
5,3,307,634,1,30042,2
5,3,307,634,1,30043,2
5,3,307,634,1,30044,2
5,3,307,634,1,30045,2
5,3,307,634,1,30046,2
5,3,307,634,1,30047,2
5,3,307,634,1,30048,2
5,3,307,634,1,30049,2
5,3,307,0,2,30050,1
5,3,321,364,2,30051,2
5,3,321,364,2,30052,1
5,3,321,364,2,30053,2
5,3,321,364,2,30054,1
5,3,321,364,2,30055,2
5,3,321,364,2,30056,2
5,3,321,364,2,30057,2
5,3,321,364,2,30058,2
5,3,321,364,2,30059,1
5,3,321,364,2,30060,2
5,3,329,696,2,30061,2
5,3,329,696,2,30062,2
5,3,329,696,2,30063,2
5,3,309,0,1,30064,2
5,3,329,696,2,30065,1
5,3,329,696,2,30066,1
5,3,329,696,2,30067,1
5,3,329,696,2,30069,2
5,3,329,696,2,30070,2
5,3,323,580,2,30071,2
5,3,323,580,2,30072,2
5,3,323,580,2,30073,2
5,3,323,580,2,30074,1
5,3,323,580,2,30075,2
5,3,323,580,2,30076,1
5,3,323,580,2,30077,2
5,3,325,0,1,30078,2
5,3,323,580,2,30079,1
5,3,323,580,2,30080,2
5,3,318,1136,2,30081,2
5,3,331,0,1,30082,2
5,3,318,1136,2,30084,1
5,3,318,1136,2,30085,2
5,3,318,1136,2,30086,2
5,3,318,1136,2,30087,1
5,3,318,1136,2,30088,2
5,3,318,0,2,30089,1
5,3,318,1136,2,30090,2
5,3,313,70,2,30091,2
5,3,331,0,1,30092,2
5,3,313,70,2,30093,2
5,3,313,70,2,30094,2
5,3,313,0,2,30095,2
5,3,313,70,2,30096,2
5,3,313,70,2,30097,2
5,3,313,70,2,30098,2
5,3,313,70,2,30099,2
5,3,313,70,2,30100,2
5,3,301,1198,1,30101,2
5,3,301,0,1,30102,1
5,3,301,1198,1,30103,2
5,3,301,1198,1,30104,2
5,3,301,1198,1,30105,2
5,3,301,1198,1,30106,2
5,3,301,1198,1,30107,2
5,3,301,1198,1,30108,1
5,3,301,1198,1,30109,2
5,3,301,1198,1,30110,2
5,3,326,74,2,30111,2
5,3,326,74,2,30112,2
5,3,326,74,2,30113,2
5,3,326,74,2,30115,2
5,3,326,74,2,30116,2
5,3,326,74,2,30117,2
5,3,326,74,2,30118,2
5,3,326,74,2,30119,2
5,3,326,74,2,30120,2
5,3,305,1542,2,30121,2
5,3,305,1542,2,30122,2
5,3,305,1542,2,30123,2
5,3,305,1542,2,30124,2
5,3,305,1542,2,30125,2
5,3,305,1542,2,30126,1
5,3,305,1542,2,30127,1
5,3,305,1542,2,30128,2
5,3,305,1542,2,30129,2
5,3,305,1542,2,30130,2
5,3,312,20,2,30131,2
5,3,312,20,2,30132,2
5,3,312,20,2,30133,2
5,3,312,20,2,30134,1
5,3,312,20,2,30135,2
5,3,312,20,2,30137,2
5,3,312,20,2,30138,2
5,3,312,20,2,30139,2
5,3,312,20,2,30140,2
5,3,305,4,2,30141,1
5,3,305,4,2,30142,1
5,3,305,4,2,30143,2
5,3,314,0,1,30145,2
5,3,305,4,2,30146,2
5,3,305,4,2,30147,2
5,3,305,4,2,30148,2
5,3,305,4,2,30149,2
4,4,418,44,1,40001,2
4,4,418,44,1,40002,1
4,4,418,44,1,40003,2
4,4,418,44,1,40005,2
4,4,418,44,1,40006,2
4,4,418,0,1,40007,2
4,4,418,0,1,40008,2
4,4,418,44,1,40009,2
4,4,418,44,1,40010,2
4,4,417,678,1,40011,2
4,4,417,678,1,40012,2
4,4,417,678,1,40013,1
4,4,417,678,1,40015,2
4,4,417,678,1,40016,2
4,4,417,678,1,40017,2
4,4,417,678,1,40018,2
4,4,417,678,1,40019,1
4,4,417,678,1,40020,2
4,4,416,0,1,40021,2
4,4,416,616,1,40022,2
4,4,416,616,1,40023,2
4,4,416,0,1,40025,2
4,4,416,616,1,40026,2
4,4,416,616,1,40027,2
4,4,416,616,1,40028,1
4,11,1102,0,2,40029,2
4,4,416,616,1,40030,2
4,4,414,2176,1,40032,2
4,4,414,2176,1,40033,2
4,4,414,2176,1,40034,2
4,4,414,2176,1,40036,2
4,4,414,2176,1,40037,2
4,4,414,2176,1,40039,2
4,4,414,2176,1,40040,2
4,4,415,2108,1,40041,2
4,4,415,2108,1,40042,2
4,4,415,2108,1,40043,2
4,4,415,0,1,40044,2
4,4,415,2108,1,40045,1
4,4,415,2108,1,40046,2
4,4,415,2108,1,40047,2
4,4,415,2108,1,40048,2
4,4,415,2108,1,40049,2
4,4,413,1540,2,40052,2
4,4,413,1540,2,40053,2
4,4,413,1540,2,40054,2
4,4,413,1540,2,40055,1
4,4,413,1540,2,40056,2
4,4,413,0,2,40057,2
4,4,413,1540,2,40058,2
4,4,413,1540,2,40059,2
4,4,413,1540,2,40060,2
4,4,405,722,2,40062,2
4,4,405,722,2,40063,2
4,4,405,722,2,40064,2
4,4,405,722,2,40065,2
4,4,405,722,2,40066,2
4,4,405,722,2,40067,2
4,4,405,0,2,40068,1
4,4,405,722,2,40069,2
4,4,405,722,2,40070,2
4,4,405,484,2,40071,1
4,4,405,484,2,40072,2
4,4,405,484,2,40073,2
4,4,405,484,2,40074,1
4,4,405,484,2,40075,2
4,4,405,484,2,40076,2
4,4,405,484,2,40077,2
4,4,405,484,2,40078,2
4,4,405,484,2,40079,2
4,4,405,484,2,40080,1
4,4,419,296,2,40081,2
4,4,419,296,2,40082,1
4,4,419,296,2,40083,2
4,4,419,296,2,40084,2
4,4,419,296,2,40085,2
4,4,419,296,2,40086,2
4,4,419,296,2,40088,2
4,4,419,296,2,40089,2
4,4,419,296,2,40090,2
4,4,401,1460,1,40092,2
4,4,401,1460,1,40093,2
4,4,401,1460,1,40094,2
4,4,401,1460,1,40095,2
4,4,401,1460,1,40096,2
4,4,401,1460,1,40097,2
4,4,401,1460,1,40098,1
4,4,401,1460,1,40099,2
4,4,401,1460,1,40100,2
4,4,412,2592,2,40101,2
4,4,412,2592,2,40102,2
4,4,412,2592,2,40103,2
4,4,412,2592,2,40104,2
4,4,412,2592,2,40105,1
4,4,412,2592,2,40106,2
4,4,412,2592,2,40107,2
4,4,412,2592,2,40108,2
4,4,412,2592,2,40109,2
4,4,412,2592,2,40110,2
4,4,412,1606,2,40111,2
4,4,412,1606,2,40112,2
4,4,412,1606,2,40113,2
4,4,412,1606,2,40114,2
4,4,412,1606,2,40115,2
4,4,412,1606,2,40116,2
4,4,412,1606,2,40117,2
4,4,412,1606,2,40118,2
4,4,412,1606,2,40119,1
4,4,412,1606,2,40120,2
4,4,410,4036,2,40121,2
4,4,410,4036,2,40122,2
4,4,410,4036,2,40123,1
4,4,410,4036,2,40124,1
4,4,410,4036,2,40125,2
4,4,410,4036,2,40126,2
4,4,410,4036,2,40128,2
4,4,410,4036,2,40129,2
4,4,410,4036,2,40130,2
4,4,407,796,2,40131,2
4,4,407,796,2,40133,2
4,4,407,796,2,40134,2
4,4,407,796,2,40135,2
4,4,407,796,2,40136,2
4,4,407,796,2,40137,2
4,4,407,796,2,40138,2
4,4,407,0,2,40139,2
4,4,407,796,2,40140,2
4,4,410,3192,1,40141,2
4,4,410,3192,1,40142,2
4,4,410,3192,1,40143,2
4,4,410,3192,1,40144,2
4,4,410,0,1,40145,2
4,4,410,3192,1,40146,2
4,4,410,3192,1,40147,2
4,4,410,3192,1,40148,2
4,4,410,3192,1,40149,2
4,4,406,0,1,40150,1
4,4,410,3414,1,40151,2
4,4,410,3414,1,40152,2
4,4,410,3414,1,40153,2
4,4,410,3414,1,40154,1
4,4,410,0,1,40155,2
4,4,410,3414,1,40156,2
4,4,410,3414,1,40157,2
4,4,410,3414,1,40158,2
4,4,410,3414,1,40159,2
4,4,410,3414,1,40160,2
4,4,401,738,1,40161,2
4,4,401,738,1,40162,2
4,4,401,738,1,40163,2
4,4,401,738,1,40164,2
5,9,908,0,1,40165,2
4,4,401,738,1,40166,2
4,4,401,738,1,40167,2
4,4,401,738,1,40168,1
4,4,401,738,1,40169,2
4,4,401,738,1,40170,1
4,4,421,800,1,40171,2
4,4,421,800,1,40172,1
4,4,421,0,1,40173,1
4,4,421,800,1,40174,2
4,4,421,800,1,40175,2
4,4,421,0,1,40176,2
4,4,421,800,1,40177,2
4,4,421,800,1,40178,2
4,4,421,800,1,40180,2
4,4,411,1486,1,40181,2
4,4,411,1486,1,40182,1
4,4,411,1486,1,40183,2
4,4,411,1486,1,40184,2
4,4,411,1486,1,40185,2
4,4,411,1486,1,40186,2
4,4,411,1486,1,40187,2
4,4,411,1486,1,40188,2
4,4,411,1486,1,40189,2
4,4,411,1486,1,40190,2
4,4,401,2106,2,40191,1
4,4,401,2106,2,40192,2
4,4,401,2106,2,40193,2
4,4,401,2106,2,40194,2
4,4,401,2106,2,40195,1
4,4,401,2106,2,40196,2
4,4,401,2106,2,40197,2
4,4,401,2106,2,40198,2
4,4,401,2106,2,40199,2
4,4,401,2106,2,40200,2
4,4,402,1080,2,40201,2
4,4,402,1080,2,40202,2
4,4,402,1080,2,40203,2
4,4,402,1080,2,40204,2
4,4,402,1080,2,40206,2
4,4,402,1080,2,40207,2
4,4,402,1080,2,40208,2
4,4,402,1080,2,40209,2
4,4,402,1080,2,40210,2
4,4,403,836,2,40211,2
4,4,403,836,2,40212,2
4,4,403,836,2,40213,2
4,4,403,836,2,40214,2
4,4,403,836,2,40215,2
4,4,403,836,2,40216,1
4,4,403,836,2,40218,2
4,4,403,836,2,40220,2
2,5,506,830,2,50001,2
2,5,506,830,2,50002,2
2,5,506,830,2,50003,2
2,5,506,830,2,50004,2
2,5,506,830,2,50005,1
2,5,506,830,2,50006,2
2,5,506,830,2,50007,2
2,5,506,830,2,50008,2
2,5,506,830,2,50009,2
2,5,506,830,2,50010,2
2,5,502,2194,1,50011,2
2,5,502,2194,1,50012,2
2,5,502,2194,1,50013,2
2,5,502,2194,1,50014,2
2,5,502,2194,1,50015,2
2,5,502,2194,1,50016,1
2,5,502,2194,1,50017,2
2,5,502,2194,1,50018,1
2,5,502,2194,1,50019,2
2,5,502,2194,1,50020,2
2,5,515,18,2,50021,2
2,5,515,18,2,50022,2
2,5,515,18,2,50023,2
2,5,515,18,2,50024,2
2,5,515,18,2,50025,2
2,5,515,18,2,50026,2
2,5,515,18,2,50027,2
2,5,515,18,2,50028,2
2,5,515,18,2,50029,1
2,5,515,18,2,50030,2
2,5,502,3878,2,50031,2
2,5,502,3878,2,50032,2
2,5,502,3878,2,50033,2
2,5,502,3878,2,50034,2
2,5,502,3878,2,50035,2
2,5,502,3878,2,50036,1
2,5,502,0,2,50037,1
2,5,502,3878,2,50038,1
2,5,502,3878,2,50039,1
2,5,502,3878,2,50040,2
2,5,504,708,2,50041,1
2,5,504,708,2,50042,2
2,5,504,708,2,50043,1
2,5,504,708,2,50044,2
2,5,504,708,2,50045,2
2,5,504,708,2,50046,2
2,5,504,708,2,50047,1
2,5,504,708,2,50048,1
2,5,504,708,2,50049,1
2,5,504,708,2,50050,2
2,5,513,348,2,50051,2
2,5,513,348,2,50052,2
2,5,513,348,2,50053,2
2,5,513,348,2,50054,1
2,5,513,348,2,50055,2
2,5,513,348,2,50056,1
2,5,513,348,2,50057,2
2,5,513,348,2,50058,1
2,5,513,348,2,50059,2
2,5,513,348,2,50060,2
2,5,514,710,2,50061,2
2,5,514,710,2,50062,1
2,5,514,710,2,50063,2
2,5,514,710,2,50064,2
2,5,514,710,2,50065,1
2,5,514,710,2,50066,2
2,5,514,710,2,50067,2
2,5,514,710,2,50068,2
2,5,514,710,2,50069,2
2,5,514,710,2,50070,2
2,5,501,60,2,50071,1
2,5,501,60,2,50072,1
2,5,501,60,2,50073,2
2,5,501,60,2,50074,1
2,5,501,60,2,50075,2
2,5,501,60,2,50076,2
2,5,501,60,2,50077,1
2,5,501,60,2,50078,2
2,5,501,60,2,50079,1
2,5,501,60,2,50080,1
2,5,516,942,2,50081,2
2,5,516,942,2,50082,1
2,5,516,942,2,50083,1
2,5,516,942,2,50084,1
2,5,516,942,2,50085,2
2,5,516,942,2,50086,1
2,5,516,942,2,50087,1
2,5,516,942,2,50088,2
2,5,516,942,2,50089,1
2,5,516,942,2,50090,1
2,5,508,984,2,50091,2
2,5,508,984,2,50092,2
2,5,508,984,2,50093,2
2,5,508,984,2,50094,2
2,5,508,984,2,50095,2
2,5,508,984,2,50096,2
2,5,508,984,2,50097,1
2,5,508,984,2,50098,1
2,5,508,984,2,50099,2
2,5,508,984,2,50100,2
2,5,514,2036,1,50101,1
2,5,514,2036,1,50102,1
2,5,514,2036,1,50103,2
2,5,514,2036,1,50104,2
2,5,514,2036,1,50105,2
2,5,514,2036,1,50106,2
2,5,514,2036,1,50107,1
2,5,514,2036,1,50109,2
2,5,514,2036,1,50110,2
2,5,508,718,2,50112,2
2,5,508,718,2,50113,1
2,5,508,718,2,50114,1
2,5,508,718,2,50115,1
2,5,508,718,2,50116,2
2,5,508,718,2,50117,2
2,5,508,718,2,50118,2
2,34,3410,0,2,50119,2
2,5,508,718,2,50120,1
2,5,510,872,1,50121,2
2,5,510,872,1,50122,2
2,5,510,872,1,50123,2
2,5,510,872,1,50124,2
2,5,510,872,1,50125,2
2,5,510,872,1,50126,2
2,5,510,872,1,50127,2
2,5,510,872,1,50128,2
2,5,510,872,1,50129,2
2,5,510,872,1,50130,2
2,5,518,1588,2,50131,2
2,5,518,1588,2,50132,1
2,5,518,1588,2,50133,1
2,5,518,1588,2,50134,1
2,5,518,1588,2,50135,2
2,5,518,1588,2,50136,2
2,5,518,1588,2,50137,1
2,5,518,1588,2,50138,1
2,5,518,1588,2,50139,2
1,31,3105,0,1,50140,2
2,5,510,1516,2,50141,2
2,5,510,1516,2,50142,2
2,5,510,1516,2,50143,2
2,5,510,1516,2,50144,2
2,5,510,1516,2,50145,1
2,5,510,1516,2,50146,2
2,5,510,1516,2,50147,1
2,5,510,1516,2,50148,2
2,5,510,1516,2,50149,1
2,5,510,1516,2,50150,2
2,5,518,1304,2,50151,1
2,5,518,1304,2,50152,1
2,5,518,1304,2,50153,1
2,5,518,1304,2,50154,2
2,5,518,1304,2,50155,2
2,5,518,1304,2,50156,1
2,5,518,1304,2,50157,2
2,5,518,1304,2,50158,2
2,5,518,1304,2,50159,2
2,5,518,1304,2,50160,2
2,5,520,1756,2,50161,2
2,5,520,1756,2,50162,2
2,5,520,1756,2,50163,2
2,5,520,1756,2,50164,2
2,5,520,1756,2,50165,1
2,5,520,1756,2,50166,2
2,5,520,1756,2,50167,2
2,5,520,1756,2,50168,2
2,5,520,1756,2,50169,2
2,5,520,1756,2,50170,2
5,6,602,0,2,60001,2
5,6,602,1356,2,60002,2
5,6,602,0,2,60004,2
5,6,602,1356,2,60005,2
5,6,602,0,2,60006,1
5,6,602,1356,2,60008,2
5,6,602,1356,2,60009,2
5,6,602,1356,2,60010,2
5,6,606,1372,2,60012,2
5,6,606,1372,2,60014,2
5,6,606,1372,2,60015,2
5,6,606,1372,2,60016,2
5,6,607,0,2,60017,2
5,6,606,1372,2,60020,2
5,6,608,3978,1,60021,2
5,6,608,3978,1,60022,2
5,6,608,3978,1,60023,2
5,6,606,0,2,60024,2
5,6,608,3978,1,60026,1
5,6,608,3978,1,60027,2
5,6,608,3978,1,60028,2
5,6,608,3978,1,60029,2
5,6,608,3978,1,60030,2
5,6,607,1892,2,60031,2
5,6,608,0,1,60032,2
5,6,608,0,1,60033,2
5,6,607,1892,2,60034,2
5,6,607,1892,2,60035,2
5,6,607,1892,2,60037,2
5,6,607,1892,2,60038,2
5,6,607,1892,2,60039,2
5,6,607,1892,2,60040,2
5,6,601,640,2,60041,2
5,6,601,640,2,60042,1
5,6,601,640,2,60043,2
5,6,601,640,2,60044,2
5,6,601,640,2,60045,2
5,6,601,0,2,60046,2
5,6,601,640,2,60047,2
5,6,601,640,2,60048,1
5,6,601,640,2,60049,2
5,6,601,640,2,60050,2
5,6,605,162,2,60051,2
5,6,605,162,2,60052,1
5,3,318,0,2,60053,2
5,3,313,0,2,60054,2
5,6,605,162,2,60055,2
5,6,605,0,2,60056,2
5,6,605,0,2,60057,2
5,6,605,0,2,60058,2
5,6,605,162,2,60059,2
5,6,608,0,1,60060,1
5,6,608,748,2,60061,2
5,6,608,748,2,60062,2
5,6,608,748,2,60063,2
5,6,608,748,2,60064,2
5,6,608,748,2,60066,2
5,6,608,0,2,60067,2
5,6,608,0,2,60068,2
5,6,608,748,2,60069,2
1,22,2212,0,1,60070,2
1,7,707,560,2,70001,2
1,7,707,560,2,70002,1
1,7,707,560,2,70003,2
1,7,707,0,2,70005,2
1,7,707,560,2,70006,2
1,7,707,560,2,70007,2
1,7,707,560,2,70008,2
1,7,707,560,2,70009,2
1,7,707,560,2,70010,2
1,7,708,754,2,70011,2
1,7,708,754,2,70012,2
1,7,708,754,2,70013,2
1,7,708,0,2,70014,2
1,7,708,754,2,70015,1
1,7,708,754,2,70016,2
1,7,708,754,2,70017,2
1,7,708,754,2,70018,2
1,7,708,754,2,70019,2
1,7,708,754,2,70020,2
1,7,705,4186,2,70021,2
1,7,705,4186,2,70022,2
1,7,705,4186,2,70023,2
1,7,705,4186,2,70024,2
1,7,705,4186,2,70025,2
1,7,705,4186,2,70026,2
1,7,705,4186,2,70027,2
1,7,705,4186,2,70028,2
1,7,705,4186,2,70029,2
1,7,705,4186,2,70030,2
1,7,722,234,2,70031,2
1,7,722,234,2,70032,2
1,7,722,234,2,70033,2
1,7,722,234,2,70034,2
1,7,722,234,2,70035,2
1,7,722,234,2,70036,2
1,7,722,234,2,70038,2
1,7,722,234,2,70039,2
1,7,722,234,2,70040,1
1,7,722,892,2,70041,2
1,7,722,892,2,70042,2
1,7,722,892,2,70043,1
1,7,722,892,2,70044,2
1,7,722,892,2,70045,2
1,7,722,892,2,70046,2
1,7,722,892,2,70047,2
1,7,722,892,2,70048,2
1,7,722,892,2,70049,2
1,7,722,892,2,70050,2
1,7,710,2726,2,70051,2
1,7,710,2726,2,70052,2
1,7,710,2726,2,70053,2
1,7,710,2726,2,70054,2
1,7,710,2726,2,70055,2
1,7,710,2726,2,70056,2
1,7,710,2726,2,70057,2
1,7,710,2726,2,70058,2
1,7,710,2726,2,70059,1
1,7,710,2726,2,70060,2
1,7,711,2532,2,70062,1
1,7,711,2532,2,70063,2
1,7,711,2532,2,70064,2
1,7,711,2532,2,70066,1
1,7,711,2532,2,70067,2
1,7,711,2532,2,70068,2
1,7,711,2532,2,70069,2
1,7,711,2532,2,70070,2
1,7,709,1226,2,70071,2
1,7,709,1226,2,70072,2
1,7,709,1226,2,70073,2
1,7,709,1226,2,70074,2
1,7,709,1226,2,70075,2
1,7,709,1226,2,70076,2
1,7,709,1226,2,70077,2
1,7,709,1226,2,70078,2
1,7,709,1226,2,70079,2
1,7,709,1226,2,70080,2
1,7,719,1612,1,70082,2
1,7,719,1612,1,70083,2
1,7,719,1612,1,70084,2
1,7,719,1612,1,70085,2
1,7,719,1612,1,70086,2
1,7,719,1612,1,70087,2
1,7,719,1612,1,70088,2
1,7,719,1612,1,70089,2
1,7,719,1612,1,70090,2
1,7,717,1248,2,70091,2
1,7,717,1248,2,70092,2
1,7,717,1248,2,70093,2
1,7,717,1248,2,70094,2
1,7,717,1248,2,70095,2
1,7,717,1248,2,70096,2
1,7,717,1248,2,70097,1
1,7,717,1248,2,70098,2
1,7,717,1248,2,70099,2
1,7,717,1248,2,70100,1
1,7,701,606,2,70101,2
1,7,701,606,2,70102,2
1,7,701,606,2,70103,2
1,7,701,606,2,70104,2
1,7,701,606,2,70105,2
1,7,701,606,2,70106,2
1,7,701,606,2,70107,2
1,7,701,606,2,70108,2
1,7,701,606,2,70109,2
1,7,701,606,2,70110,2
1,7,702,632,2,70111,2
1,7,702,632,2,70112,2
1,7,702,632,2,70113,2
1,7,702,632,2,70114,2
