"zone","state","lga","sector","ea","hhid","shock_cd","s15aq1","s15aq1b","s15aq2","s15aq3a","s15aq3b","s15aq3c","s15aq3d","s15aq3e","s15aq4a","s15aq4b","s15aq4c","s15aq5a","s15aq5b","s15aq5c","s15aq5d","s15aq6a","s15aq6b","s15aq6c"
2,8,820,2,1030,80145,20,1,,1,1,,,,,1,2,,2,3,,,98,,
2,8,820,2,1030,80146,2,1,,1,,,,1,,1,,,,,,,2,,
2,8,820,2,1030,80146,3,1,,1,,,,1,,1,,,,,,,2,,
2,8,820,2,1030,80146,12,1,,1,,,1,1,,2,,,,,,,2,,
2,8,824,2,768,80152,4,1,,1,1,1,,,,1,3,,8,10,16,,98,,
2,8,824,2,768,80152,8,1,,2,,,,1,1,2,,,8,10,,,98,,
2,8,824,2,768,80156,3,1,,1,,,,,1,1,,,21,,,,1,,
2,8,824,2,768,80156,15,1,,2,,1,,,1,2,,,21,,,,1,2,
2,8,824,2,768,80160,2,1,,2,1,,,,1,1,,,2,1,,,98,,
2,8,817,1,2476,80161,18,1,,3,1,1,1,,,3,,,8,15,14,,98,,
2,8,817,1,2476,80162,18,1,,3,1,1,1,,,2,,,15,14,,,1,,
2,8,817,1,2476,80163,8,1,,2,,1,1,,,1,2,,4,3,6,,98,,
2,8,817,1,2476,80163,19,1,,1,1,,,,,1,,,21,,,,98,,
2,8,817,1,2476,80167,22,1,,1,1,,,,,1,,,21,,,,1,,
2,8,817,1,2476,80170,2,1,,1,1,,,,,1,,,21,,,,1,,
2,8,817,1,2476,80170,22,1,,1,,,,1,1,2,,,21,,,,1,,
2,8,823,2,548,80171,12,1,,3,1,1,1,,,2,,,1,14,15,8,,,
2,8,823,2,548,80171,14,1,,2,1,1,,,,3,,,1,14,15,8,,,
2,8,823,2,548,80171,18,1,,5,1,1,1,1,1,2,,,1,14,15,8,,,
2,8,823,2,548,80171,20,1,,4,1,1,1,1,,3,,,1,14,15,8,,,
2,8,823,2,548,80172,17,1,,1,,,1,,,1,2,,1,2,3,,98,,
2,8,823,2,548,80173,17,1,,1,,,,1,,1,2,,12,,,,98,,
2,8,823,2,548,80174,1,1,,1,,,,,1,3,,,7,,,,,,
2,8,823,2,548,80177,12,1,,2,,,1,1,,2,,,21,,,,1,,
2,8,823,2,548,80177,14,1,,1,,,,1,,1,,,4,,,,1,,
2,8,823,2,548,80178,12,1,,2,,,1,1,,2,,,21,,,,1,2,
2,8,823,2,548,80178,14,1,,2,,,1,1,,2,,,21,,,,1,2,
2,8,823,2,548,80179,12,1,,3,1,1,1,,,1,,,1,8,14,15,98,,
2,8,823,2,548,80179,14,1,,3,1,1,1,,,2,,,1,8,14,15,98,,
2,8,823,2,548,80179,18,1,,5,1,1,1,1,1,3,,,1,8,14,15,98,,
2,8,823,2,548,80179,20,1,,5,1,1,1,1,1,2,,,1,8,14,15,98,,
2,8,809,2,1748,80181,12,1,,3,1,1,1,,,1,,,1,14,15,,98,,
2,8,809,2,1748,80181,14,1,,2,1,1,1,,,2,,,1,14,15,,98,,
2,8,809,2,1748,80181,18,1,,4,1,1,1,1,,3,,,1,14,15,,98,,
2,8,809,2,1748,80181,20,1,,4,1,1,1,1,,1,,,1,14,15,,98,,
2,8,809,2,1748,80182,1,1,,2,,,,1,1,1,2,,1,2,4,,98,,
2,8,809,2,1748,80182,11,1,,1,,1,,,,2,1,,2,1,,,98,,
2,8,809,2,1748,80182,14,1,,1,,,1,1,,1,,,3,2,,,98,,
2,8,809,2,1748,80182,17,1,,1,1,,1,,,2,1,,2,1,,,98,,
2,8,809,2,1748,80183,1,1,,2,,,,1,1,1,2,,1,,1,,,,
2,8,809,2,1748,80184,12,1,,3,1,1,1,1,,1,,,1,14,15,8,98,,
2,8,809,2,1748,80184,14,1,,3,1,1,1,1,,1,,,1,14,15,8,98,,
2,8,809,2,1748,80184,18,1,,5,1,1,1,1,1,2,,,1,14,15,8,98,,
2,8,809,2,1748,80184,20,1,,5,1,1,1,1,1,3,,,1,14,15,8,98,,
2,8,809,2,1748,80186,12,1,,2,,,,1,1,2,,,21,8,,,1,2,
2,8,809,2,1748,80189,1,1,,1,,,,1,,1,3,,1,1,,,,,
2,8,826,2,926,80191,17,1,,,,,1,,,1,,,1,,,,,,
2,8,826,2,926,80192,17,1,,,,,1,,,1,,,1,,,,1,,
2,8,826,2,926,80195,12,1,,2,1,1,,,,1,,,1,14,,,98,,
2,8,826,2,926,80195,14,1,,3,1,1,1,,,2,,,1,14,,,98,,
2,8,826,2,926,80198,12,1,,2,,1,1,,,2,,,,,,,1,,
2,8,826,2,926,80198,17,1,,2,1,1,,,,1,2,,,,,,1,,
2,8,826,2,926,80199,12,1,,1,,,1,,,,,,,,,,,,
2,8,826,2,926,80199,17,1,,2,,,1,1,,,,,,,,,,,
2,8,826,2,926,80199,18,1,,1,,,1,1,,,,,,,,,,,
2,8,826,2,926,80199,19,1,,1,,,,1,,,,,,,,,,,
2,8,826,2,926,80200,12,1,,2,1,,1,,,1,,,,,,,,,
2,8,826,2,926,80200,17,1,,1,,,1,,,1,,,,,,,,,
2,8,815,2,362,80201,12,1,,3,1,1,1,,,1,1,1,15,14,21,,,,
2,8,815,2,362,80201,14,1,,3,1,1,1,,,1,1,1,15,14,21,,,,
2,8,815,2,362,80201,18,1,,5,1,1,1,1,1,1,1,1,15,14,21,,,,
2,8,815,2,362,80201,20,1,,5,1,1,1,1,1,1,1,1,15,14,21,,,,
2,8,815,2,362,80203,1,1,,1,1,,,,,1,2,,1,,,,98,,
2,8,815,2,362,80205,20,1,,5,1,1,1,1,1,1,1,1,14,15,,,98,,
2,8,815,2,362,80208,12,1,,2,1,,1,,,2,,,21,21,,,,,
5,9,908,1,278,90003,22,1,"THEFT OF MOTOR BIKE",1,,,,1,,1,,,6,,,,4,,
5,9,908,1,278,90005,22,1,"ACCIDENT",1,,,,1,,1,,,11,,,,1,,
5,9,908,1,278,90007,20,1,,5,1,1,1,1,1,1,,,21,,,,1,,
5,9,908,1,278,90008,1,1,,1,1,,,,,1,,,10,14,15,7,1,,
5,9,908,1,278,90008,20,1,"3",,,,1,1,1,2,,,7,14,,,1,,
5,9,908,1,278,90009,2,1,,1,,,,1,,1,,,8,11,,,1,,
5,9,908,1,278,90010,17,1,,5,1,1,1,1,1,1,,,21,,,,2,,
5,9,903,2,48,90014,20,1,,,,,,1,,3,,,21,,,,,,
5,9,903,2,48,90016,3,1,,2,,,,1,,3,,,21,,,,98,,
5,9,903,2,48,90018,3,1,,4,,1,1,1,1,1,,,8,1,,,98,,
5,9,903,2,48,90018,9,1,,,1,,,,,2,,,,,,,98,,
5,9,903,2,48,90018,13,1,,,,,,1,,3,,,,,,,98,,
5,9,903,2,48,90018,17,1,,,,,,1,,,,,,,,,,,
5,9,903,2,48,90018,20,1,,,,,,1,1,,,,,,,,,,
5,9,903,2,48,90019,8,1,,1,,,,1,,2,,,14,4,,,,,
5,9,903,2,48,90020,19,1,,2,,,,1,1,1,,,21,,,,8,4,5
5,9,915,1,1390,90021,1,1,,1,,,,1,,1,,,21,,,,98,,
5,9,915,1,1390,90026,9,1,,2,,,1,1,,2,,,6,,,,98,,
5,9,915,1,1390,90026,10,1,,1,,,1,,,1,,,14,,,,98,,
5,9,915,1,1390,90027,1,1,,1,,,1,,,1,,,14,,,,98,,
5,9,915,1,1390,90027,9,1,,5,1,1,1,1,1,2,,,21,,,,98,,
5,9,915,1,1390,90028,18,1,,2,,,1,1,1,1,,,14,6,21,,3,4,2
5,9,917,1,1254,90032,22,1,"DAUGHTER ESCAPE HOME",1,,,,,1,1,,,21,,,,1,2,
5,9,917,1,1254,90037,3,1,,,,,,1,,1,,,21,,,,98,,
5,9,917,1,1254,90037,9,1,,,1,1,1,,,2,,,21,,,,98,,
5,9,917,1,1254,90038,1,1,,,,,,,1,,,,14,8,,,,,
5,9,917,1,1254,90039,7,1,,2,,,,,2,1,,,21,,,,1,,
5,9,917,1,1254,90039,9,1,,2,1,,1,,,2,,,21,,,,98,,
5,9,917,1,1254,90040,13,1,,1,1,,,,,1,,,21,,,,1,,
5,9,901,2,398,90041,2,1,,,,,,1,,1,,,21,,,,98,,
5,9,901,2,398,90041,3,1,,,,,,,,2,,,21,,,,98,,
5,9,901,2,398,90047,17,1,,1,,,,,1,1,,,21,,,,98,,
5,9,901,2,398,90048,2,1,,1,1,,,,,,,,14,,,,,,
5,9,901,2,398,90048,3,1,,1,,,,,1,,,,14,,,,,,
5,9,901,2,398,90050,1,1,,,,,1,,,1,,,21,,,,,,
5,9,901,2,398,90050,9,1,,9,1,1,1,1,1,2,,,21,,,,,,
5,9,910,2,200,90053,2,1,,,,,,1,,,,,8,,,,,,
5,9,910,2,200,90054,2,1,,2,,,1,1,,1,2,,8,14,,,1,,
5,9,910,2,200,90054,5,1,,2,,,1,1,,1,,,21,,,,1,,
5,9,910,2,200,90054,8,1,,1,,,,1,,1,,,21,,,,1,,
5,9,910,2,200,90055,2,1,,,,,1,,,,,,21,,,,1,,
5,9,910,2,200,90056,17,1,,1,,,,1,,1,,,21,,,,2,,
5,9,910,2,200,90057,9,1,,2,,1,,1,,1,,,21,,,,,,
5,9,910,2,200,90057,17,1,,1,,,,1,,2,,,21,,,,,,
5,9,910,2,200,90059,22,1,"DEATH OF TWO SAME MO",3,1,,,,,2,,,8,18,,,1,2,
5,9,907,2,1446,90062,3,1,,,1,,,,,1,,,21,,,,98,,
5,9,907,2,1446,90067,11,1,,1,,,1,,,1,,,8,,,,1,,
5,9,907,2,1446,90069,2,1,,1,,,1,,,1,,,21,,,,98,,
5,9,907,2,1446,90070,2,1,,1,,1,,,,1,,,21,,,,98,,
5,9,907,2,1446,90070,9,1,,5,1,1,1,1,1,2,,,21,,,,98,,
5,9,912,2,102,90074,2,1,,1,1,1,,,,1,,,8,3,,,1,,
5,9,912,2,102,90076,1,1,,1,,,,1,,1,,,8,,,,1,,
5,9,912,2,102,90076,2,1,,1,,,1,,,1,,,8,,,,1,,
5,9,912,2,102,90077,3,1,,1,,,,1,,1,,,16,,,,98,,
5,9,912,2,102,90079,9,1,,4,,1,1,1,1,1,,,2,,,,98,,
5,9,912,2,102,90080,3,1,,2,,,,1,1,1,,,21,,,,98,,
5,9,912,2,102,90080,17,1,,2,,,,1,1,2,,,21,,,,98,,
5,9,916,2,1068,90086,1,1,,1,,,,1,,1,,,8,,,,2,,
5,9,916,2,1068,90086,2,1,,1,,,1,,,1,,,8,,,,2,,
5,9,916,2,1068,90087,1,1,,,,,,1,,1,,,21,,,,,,
5,9,916,2,1068,90087,2,1,,,,,1,,,1,,,,,,,,,
5,9,916,2,1068,90088,3,1,,5,1,1,1,1,1,1,,,21,,,,1,,
5,9,916,2,1068,90088,20,1,,2,,,,1,1,2,,,21,,,,1,,
5,9,916,2,1068,90089,2,1,,1,,,,1,,1,,,21,,,,98,,
5,9,916,2,1068,90090,9,1,,1,,,1,,,2,,,21,,,,98,,
5,9,916,2,1068,90090,17,1,,2,,,,1,1,1,,,21,,,,98,,
5,9,918,2,834,90091,1,1,,2,,1,,,,1,,,21,,,,,,
5,9,918,2,834,90091,3,1,,1,,1,,,,2,,,21,,,,,,
5,9,918,2,834,90096,1,1,,1,,,,1,,1,,,21,,,,98,,
5,9,918,2,834,90099,9,1,,2,1,,,,,2,,,21,,,,98,,
5,9,918,2,834,90099,17,1,,2,,,,1,1,1,,,21,,,,98,,
5,9,918,2,834,90100,17,1,,1,,,,,1,1,,,21,,,,98,,
5,9,905,2,978,90108,1,1,,1,,,,1,,3,,,21,,,,98,,
5,9,905,2,978,90108,17,1,,2,,,,1,1,2,,,21,,,,98,,
5,9,905,2,978,90108,20,1,,1,,,,1,,1,,,21,,,,98,,
5,9,905,2,978,90110,1,1,,1,,,,1,,1,,,21,,,,98,,
5,9,914,2,1746,90120,2,1,,1,,,,1,,1,,,21,,,,98,,
5,9,914,2,1746,90120,9,1,,1,,,,1,,2,,,21,,,,98,,
5,9,913,2,2266,90121,2,1,,1,1,,,,,1,,,2,,,,1,,
5,9,913,2,2266,90121,3,1,,1,,,,1,,2,,,14,,,,1,,
5,9,913,2,2266,90128,17,1,,3,,,1,,,1,,,21,,,,98,,
5,9,913,2,2266,90129,2,1,,2,,,,2,,,,,7,,,,1,,
5,10,1014,2,80,100002,22,1,"POOR YIELD",1,1,,,1,,1,,,22,,,,12,,
5,10,1014,2,80,100004,1,1,,,,1,,,,1,,,21,,,,,,
5,10,1014,2,80,100004,12,1,,,,,,1,,3,,,21,,,,,,
5,10,1014,2,80,100004,17,1,,,,,,1,1,2,,,21,,,,,,
5,10,1014,2,80,100004,20,1,,,1,1,1,1,1,3,,,21,,,,,,
5,10,1014,2,80,100009,1,1,"1",1,1,,,,,1,,,10,,,,,98,
5,10,1001,2,172,100011,15,1,,5,1,1,1,1,1,,3,,,,,,,,
5,10,1001,2,172,100011,20,1,,2,,,,1,1,1,,,,,,,,,
5,10,1001,2,172,100013,10,1,,1,,,,1,,1,,,7,,,,98,,
5,10,1001,2,172,100016,2,1,,1,,,1,,,,,,21,,,,1,,
5,10,1001,2,172,100017,20,1,,2,,,,1,1,1,,,,,,,,,
5,10,1001,2,172,100019,2,1,,1,1,,,,,3,,,22,,,,2,,
5,10,1001,2,172,100020,2,1,,1,,1,,,,1,,,21,,,,1,,
5,10,1007,1,1166,100021,8,1,,,,,,,1,,1,,15,21,,,98,,
5,10,1007,1,1166,100023,2,1,,1,,,1,,,1,,,14,15,,,1,,
5,10,1007,1,1166,100028,18,1,,,,,,1,,2,,,8,15,,,,,
5,10,1007,1,1166,100028,20,1,,,,,,1,,1,,,11,15,,,,,
5,10,1007,1,1166,100029,20,1,,2,1,,,,,1,,,14,,,,,,
5,10,1008,2,1314,100031,12,1,,,,,,1,,1,,,15,16,11,14,,98,
5,10,1008,2,1314,100033,2,1,,1,,,,1,,1,,,,,,,1,,
5,10,1008,2,1314,100034,1,1,,,,,,1,,1,,,21,,,,98,,
5,10,1008,2,1314,100034,7,1,,,,,,1,,1,,,21,,,,98,,
5,10,1008,2,1314,100034,12,1,,,,,,1,,2,,,15,14,,,98,,
5,10,1008,2,1314,100035,8,1,,30,,,,1,1,,,1,14,12,,,,,
5,10,1008,2,1314,100037,2,1,,1,,,,1,,,1,,5,,,,,,
5,10,1008,2,1314,100037,20,1,,,,,,1,1,3,,,,11,15,,76,,
5,10,1008,2,1314,100037,22,1,,1,,,,1,1,,,3,,11,15,,98,,
5,10,1008,2,1314,100039,2,1,,1,,,,1,,1,,,,,,,1,,
5,10,1010,2,20,100071,2,1,,1,,,,,1,3,,,,,,,2,,
5,10,1010,2,20,100071,20,1,,2,,1,,1,,3,,,,,,,1,,
5,10,1010,2,20,100072,2,1,,1,1,,,,,1,,,6,,,,2,,
5,10,1010,2,20,100075,20,1,,3,,1,1,1,,2,1,3,21,21,21,,,,
5,10,1010,2,20,100077,20,1,,3,,1,1,1,,2,1,3,14,15,21,,98,,
5,10,1010,2,20,100079,1,1,,2,,,,1,,1,,,9,,,,1,,
5,10,1005,2,1374,100086,1,1,,1,,,,1,,2,,,6,,,,1,,
5,10,1005,2,1374,100087,3,1,,2,,,,1,1,1,2,,22,22,,,,,
5,10,1005,2,1374,100089,2,1,,2,,1,,,,1,,,22,,,,1,,
5,10,1005,1,662,100091,22,1,"DAUGHTER MISCARAGED",1,,,,1,,2,,,4,,,,1,,
5,10,1005,1,662,100094,1,1,,1,1,,,,,2,,,5,,,,1,,
5,10,1005,1,662,100098,21,1,,1,,,,1,,1,,,14,,,,1,2,
5,10,1018,2,898,100104,3,1,,1,,,,1,,1,,,8,,,,1,,
5,10,1018,2,898,100109,20,1,,1,,,,1,,1,,,15,,,,98,,
5,10,1020,1,38,100121,1,1,,1,,1,,,,1,,,2,,,,1,,
5,10,1020,1,38,100122,3,1,,4,1,,1,1,1,1,,,8,21,,,,,
5,10,1020,1,38,100129,5,1,,3,,,1,1,,1,,,21,11,,,1,,
5,10,1020,1,38,100130,5,1,,1,1,,1,,,1,,,21,,,,98,,
5,10,1025,2,1774,100138,2,1,,1,,,,,1,1,,,8,,,,2,,
4,11,1104,1,2028,110001,1,1,,1,,,1,,,1,,,8,11,12,16,1,,
4,11,1104,1,2028,110005,2,1,,1,,,,,1,,,,16,,,,98,,
4,11,1104,1,2028,110007,2,1,,1,,,1,,,1,,,12,,,,2,,
4,11,1104,1,2028,110008,3,1,,2,,,1,1,,1,,,16,,,,,,98
4,11,1112,2,78,110026,1,1,,1,,,,1,,1,,,2,8,12,,,,
4,11,1112,2,78,110027,1,1,,,,,,1,,,,,1,,,,16,,
4,11,1110,2,2752,110049,1,1,,1,,,,,1,1,,,12,16,7,,98,,
4,11,1105,2,100,110062,1,1,,1,,1,,,,1,,,2,8,12,,2,1,3
4,11,1105,2,100,110066,1,1,,1,,,,1,,1,,,8,,,,98,,
4,11,1106,2,446,110076,1,1,,1,,,,1,,1,2,,7,8,,,1,2,5
4,11,1106,2,446,110080,1,1,,1,,,,1,,1,2,3,7,8,,,98,,
4,11,1104,2,434,110086,1,1,,1,,,1,,,1,,,7,6,8,,98,,
4,11,1107,2,1034,110093,1,1,,1,,,,1,,1,,,8,,,,,,
4,11,1109,2,672,110101,1,1,,1,1,,,,,1,,,2,8,12,13,1,2,3
4,11,1109,2,672,110105,1,1,,1,1,,,,,1,,,16,,,,,,
4,11,1109,2,672,110110,1,1,,1,,,,,1,1,,2,7,8,,,98,,
4,11,1113,2,954,110113,1,1,,1,,,1,,,1,,,7,8,12,,98,,
4,11,1113,2,954,110115,1,1,,1,,,,1,,1,,,7,8,12,,98,,
5,12,1211,1,2856,120004,1,1,,1,,,,1,,1,,,7,,,,1,,
5,12,1211,1,2856,120006,16,1,,1,1,,,,,3,,,21,,,,1,,
5,12,1211,1,2856,120007,18,1,,1,,,,1,,1,,,15,,,,1,,
5,12,1211,1,2856,120007,20,1,,1,,,,1,,2,,,14,,,,98,,
5,12,1211,1,2856,120008,20,1,,3,,1,1,1,,1,,,15,,,,98,,
5,12,1211,1,2856,120009,8,1,,2,,,1,1,,1,,,8,7,,,1,,
5,12,1202,1,2146,120013,8,1,,,1,1,1,1,1,1,2,3,1,2,,,1,2,3
5,12,1202,1,2146,120014,1,1,,2,1,,1,,,2,,,21,,,,1,,
5,12,1202,1,2146,120015,1,1,,1,,,1,,,1,,,9,7,,,1,,
5,12,1202,1,2146,120017,5,1,,,,,1,,,1,,,7,,,,1,,
5,12,1202,1,2146,120018,18,1,,5,1,1,1,1,1,2,,,14,,,,98,,
5,12,1202,1,2146,120018,20,1,,5,1,1,1,1,1,1,,,14,15,,,98,,
5,12,1202,1,2146,120019,18,1,,5,1,1,1,1,1,2,,,15,,,,,,
5,12,1202,1,2146,120019,19,1,,5,1,1,1,1,1,3,,,15,16,,,,,
5,12,1202,1,2146,120019,20,1,,5,1,1,1,1,1,1,,,14,15,,,,,
5,12,1202,1,2146,120020,18,1,,1,,,,,1,1,,,14,3,,,1,,
5,12,1202,1,2146,120020,20,1,,1,,,,,1,2,,,15,,,,1,,
5,12,1202,1,2710,120021,4,1,,1,,,,1,,1,,,7,,,,1,,
5,12,1202,1,2710,120023,18,1,,1,,,,1,,1,,,15,,,,98,,
5,12,1202,1,2710,120023,20,1,,1,,,,1,,2,,,15,,,,98,,
5,12,1202,1,2710,120024,18,1,,1,1,,,,,3,,,14,,,,98,,
5,12,1202,1,2710,120026,18,1,,2,,,1,1,,1,,,7,8,,,1,,
5,12,1202,1,2710,120028,5,1,,1,,,1,,,1,,,14,15,,,8,,
5,12,1202,1,2710,120029,20,1,,,,,,1,,1,,,15,,,,98,,
5,12,1202,1,2710,120030,2,1,,1,,,,1,,1,,,,,,,98,,
5,12,1212,1,1392,120031,8,1,,1,,,,1,,2,,,15,,,,2,,
5,12,1212,1,1392,120031,20,1,,1,,,,1,,1,,,14,15,,,98,,
5,12,1212,1,1392,120036,1,1,,2,,,1,1,,1,,,18,7,,,1,2,
5,12,1212,1,1392,120037,18,1,,1,1,,,,,3,,,14,,,,98,,
5,12,1212,1,1392,120038,4,1,,1,,,,1,,1,,,15,,,,98,,
5,12,1212,1,1392,120039,19,1,,1,1,,,,,2,,,21,,,,1,,
5,12,1208,2,526,120041,3,1,,1,,,1,,,1,,,14,15,,,,,
5,12,1208,2,526,120041,10,1,,1,,,,1,1,1,,,14,15,,,,,
5,12,1208,2,526,120043,19,1,,5,1,1,1,1,1,1,2,3,7,8,,,1,,
5,12,1208,2,526,120043,20,1,,2,,,1,1,,1,2,,7,8,,,1,2,
5,12,1208,2,526,120044,12,1,,1,,1,,,,3,,,14,,,,98,,
5,12,1208,2,526,120045,4,1,,1,,,,1,,2,,,15,,,,98,,
5,12,1208,2,526,120045,12,1,,1,,,,,1,1,,,14,,,,98,,
5,12,1208,2,526,120047,1,1,,1,,,,1,,1,,,7,6,,,,,
5,12,1208,2,526,120050,8,1,,3,,1,1,1,,1,2,3,7,8,21,,1,,
5,12,1216,2,618,120052,12,1,,1,,,1,,,1,2,,7,,,,1,2,22
5,12,1216,2,618,120053,4,1,,1,,,1,,,1,,,15,,,,98,,
5,12,1216,2,618,120053,12,1,,1,,,,1,,2,,,15,,,,98,,
5,12,1216,2,618,120055,4,1,,1,,,,1,,2,,,15,,,,,,
5,12,1216,2,618,120055,9,1,,1,,,,,1,1,,,14,15,,,,,
5,12,1216,2,618,120057,1,1,,1,1,,,,,1,,,12,,,,1,,
5,12,1216,2,618,120057,10,1,,1,,1,,,,,3,,14,8,,,98,,
5,12,1216,2,618,120057,11,1,,,,,,,,,,,,,,,,,
5,12,1216,2,618,120058,1,1,,1,,,,1,,1,,,7,,,,1,,
5,12,1216,2,618,120058,12,1,,1,,,,1,,1,,,7,,,,1,,
5,12,1216,2,618,120059,4,1,,1,,,,1,,2,,,15,,,,98,,
5,12,1216,2,618,120059,12,1,,1,,,,,1,1,,,15,,,,98,,
5,12,1216,2,618,120060,14,1,,1,1,,,,,3,,,14,,,,98,,
5,12,1210,2,462,120062,1,1,,1,1,,,,,3,,,21,,,,98,,
5,12,1210,2,462,120063,4,1,,,,,1,1,,1,,,15,,,,98,,
5,12,1210,2,462,120064,3,1,,1,,,,,1,1,,,3,,,,1,,
5,12,1210,2,462,120065,19,1,,1,,1,,,,3,,,14,,,,98,,
5,12,1210,2,462,120066,1,1,,1,,,1,,,1,,,7,8,,,1,2,
5,12,1210,2,462,120068,1,1,,2,,,1,1,,1,,,8,7,,,1,,
5,12,1210,2,462,120070,2,1,,1,,,,1,,1,,,,,,,,,
5,12,1204,2,736,120074,1,1,,1,,,,,1,1,,,,,,,,,
5,12,1204,2,736,120076,1,1,,1,,,,,1,1,,,8,7,,,2,7,
5,12,1204,2,736,120078,1,1,,2,,,1,1,,3,,,21,,,,98,,
5,12,1204,2,736,120080,2,1,,1,,,,1,,1,,,15,14,,,98,,
5,12,1211,1,2220,120081,19,1,,,,1,,,,3,,,14,,,,1,2,
5,12,1211,1,2220,120082,4,1,,1,,,,1,,1,,,15,,,,98,,
5,12,1211,1,2220,120082,20,1,,5,1,1,1,1,1,2,,,15,,,,98,,
5,12,1211,1,2220,120083,20,1,,5,1,1,1,1,1,1,,,14,8,,,1,2,
5,12,1211,1,2220,120087,4,1,,1,,,,,1,1,,,15,,,,,,
5,12,1211,1,2220,120087,20,1,,2,,,,1,1,2,,,15,,,,,,
5,12,1211,1,2220,120088,1,1,,1,,,,1,,1,,,7,,,,1,,
5,12,1211,1,2220,120089,1,1,,1,1,,,,,1,,,7,,,,1,22,22
5,12,1211,1,2220,120090,3,1,,1,,1,,,,3,,,8,,,,1,,
5,12,1214,2,452,120091,3,1,,5,1,1,1,1,1,1,,,7,,,,98,,
5,12,1214,2,452,120091,14,1,,5,1,1,1,1,1,3,,,15,,,,1,,
5,12,1214,2,452,120091,20,1,,5,1,1,1,1,1,2,,,15,,,,1,,
5,12,1214,2,452,120092,2,1,,2,,1,,1,,3,,,7,,,,1,,
5,12,1214,2,452,120092,12,1,,1,1,,,,,3,,,14,,,,1,,
5,12,1214,2,452,120093,10,1,,1,,,1,,,1,,,,,,,98,,
5,12,1214,2,452,120093,14,1,,1,,,,1,,2,,,,,,,98,,
5,12,1214,2,452,120094,3,1,,1,,,,,1,1,,,7,14,,,98,,
5,12,1214,2,452,120094,19,1,,1,,,,,1,2,,,14,,,,1,,
5,12,1214,2,452,120094,20,1,,5,1,1,1,1,1,3,,,15,,,,1,,
5,12,1214,2,452,120095,12,1,,1,,1,,,,3,,,21,,,,1,2,
5,12,1214,2,452,120096,1,1,,1,,1,,,,1,,,7,11,,,,,
5,12,1214,2,452,120097,1,1,,1,,,1,,,1,,,7,,,,1,,
5,12,1214,2,452,120097,18,1,,2,,,,1,,2,,,21,,,,1,,
5,12,1214,2,452,120098,1,1,,1,,,,1,,1,,,7,,,,2,,
5,12,1214,2,452,120098,3,1,,1,,,,1,,2,,,14,,,,2,,
5,12,1214,2,452,120098,8,1,,1,,,1,,,3,,,21,,,,4,,
5,12,1214,2,452,120099,10,1,,1,1,,,,,2,,,14,,,,98,,
5,12,1214,2,452,120100,3,1,,1,,,,1,,2,,,10,7,,,2,,
5,12,1214,2,452,120100,13,1,,1,,,,1,,1,,,7,,,,1,,
6,13,1310,1,1300,130001,18,1,,1,,,1,,,1,2,,11,8,,,1,,
6,13,1310,1,1300,130010,10,1,,1,,1,,,,1,2,,11,7,13,,1,2,6
6,13,1314,1,6,130014,3,1,,1,,,1,,,1,2,,8,11,12,,1,2,
6,13,1314,1,6,130018,22,1,"IN-LAW",3,,,1,1,,1,2,,8,7,,,1,2,
6,13,1314,1,6,130020,22,1,"DEATHOF CHURCH MEMBE",1,,,,1,,1,,,,,,,,,
6,13,1305,2,10,130067,3,1,,3,,,,,1,1,,,15,,,,1,,
4,14,1401,2,1116,140001,2,1,,1,,1,,,,1,,,4,,,,98,,
4,14,1401,2,1116,140001,13,1,,1,,,,1,,2,,,7,,,,1,,
4,14,1401,2,1116,140002,2,1,,1,,1,,,,1,,,7,,,,98,,
4,14,1401,2,1116,140002,12,1,,1,1,,,,,2,,,7,,,,1,,
4,14,1401,2,1116,140003,13,1,,1,,,,1,,1,,,7,,,,1,,
4,14,1401,2,1116,140003,17,1,,1,,,,,1,2,,,21,,,,1,,
4,14,1401,2,1116,140006,2,1,,1,,,,1,,1,,,21,,,,1,2,3
4,14,1401,2,1116,140006,3,1,,1,,,,1,,2,,,,21,,,,,
4,14,1401,2,1116,140006,13,1,,1,,,,,1,3,,,15,,,,,,
4,14,1401,2,1116,140006,14,1,,1,,,,,1,1,,,15,,,,,,
4,14,1401,2,1116,140007,10,1,,1,,,1,,,1,,,14,,,,,,
4,14,1401,2,1116,140007,13,1,,1,,,2,1,,2,,,14,,,,,,
4,14,1401,2,1116,140007,14,1,,1,,,1,1,,3,,,14,,,,,,
4,14,1401,2,1116,140008,1,1,,1,1,,,,,1,,,21,,,,1,2,3
4,14,1401,2,1116,140008,6,1,,1,,1,,,,2,,,10,,,,1,2,3
4,14,1407,2,68,140011,6,1,,1,1,,,,,1,,,7,,,,98,,
4,14,1407,2,68,140011,20,1,,2,1,1,,,,1,,,7,,,,98,,
4,14,1407,2,68,140012,12,1,,1,1,,,,,2,,,7,,,,98,,
4,14,1407,2,68,140012,14,1,,1,,1,,,,1,,,7,,,,98,,
4,14,1407,2,68,140012,20,1,,2,1,1,,,,3,,,21,,,,1,,
4,14,1407,2,68,140013,12,1,,1,,1,,,,1,,,7,,,,98,,
4,14,1407,2,68,140013,20,1,,2,1,1,,,,2,,,7,,,,98,,
4,14,1407,2,68,140015,14,1,,1,,,1,,,1,,,21,,,,12,,
4,14,1407,2,68,140016,14,1,,1,,,,1,,1,,,15,,,,1,,
